method,type,request_id,call_label,kind,api_in_tokens,api_out_tokens,local_sec
AutoDefense,post,106,prompt_analyzer,api,1213,187,0.0
AutoDefense,post,106,judge,api,1444,354,0.0
AutoDefense,post,107,victim,api,51,512,0.0
AutoDefense,post,107,intention_analyzer,api,994,241,0.0
AutoDefense,post,107,prompt_analyzer,api,1197,149,0.0
AutoDefense,post,107,judge,api,1390,282,0.0
AutoDefense,post,108,victim,api,52,512,0.0
AutoDefense,post,108,intention_analyzer,api,994,198,0.0
AutoDefense,post,108,prompt_analyzer,api,1154,107,0.0
AutoDefense,post,108,judge,api,1305,300,0.0
AutoDefense,post,109,victim,api,56,261,0.0
AutoDefense,post,109,intention_analyzer,api,741,220,0.0
AutoDefense,post,109,prompt_analyzer,api,923,115,0.0
AutoDefense,post,109,judge,api,1082,260,0.0
AutoDefense,post,110,victim,api,54,512,0.0
AutoDefense,post,110,intention_analyzer,api,994,190,0.0
AutoDefense,post,110,prompt_analyzer,api,1146,110,0.0
AutoDefense,post,110,judge,api,1300,266,0.0
AutoDefense,post,111,victim,api,56,428,0.0
AutoDefense,post,111,intention_analyzer,api,908,203,0.0
AutoDefense,post,111,prompt_analyzer,api,1073,94,0.0
AutoDefense,post,111,judge,api,1211,214,0.0
AutoDefense,post,112,victim,api,48,512,0.0
AutoDefense,post,112,intention_analyzer,api,994,372,0.0
AutoDefense,post,112,prompt_analyzer,api,1328,114,0.0
AutoDefense,post,112,judge,api,1486,266,0.0
AutoDefense,post,113,victim,api,52,438,0.0
AutoDefense,post,113,intention_analyzer,api,918,256,0.0
AutoDefense,post,113,prompt_analyzer,api,1136,125,0.0
AutoDefense,post,113,judge,api,1305,299,0.0
AutoDefense,post,114,victim,api,54,401,0.0
AutoDefense,post,114,intention_analyzer,api,881,243,0.0
AutoDefense,post,114,prompt_analyzer,api,1086,111,0.0
AutoDefense,post,114,judge,api,1241,229,0.0
AutoDefense,post,115,victim,api,56,512,0.0
AutoDefense,post,115,intention_analyzer,api,994,281,0.0
AutoDefense,post,115,prompt_analyzer,api,1237,121,0.0
AutoDefense,post,115,judge,api,1402,285,0.0
AutoDefense,post,116,victim,api,51,362,0.0
AutoDefense,post,116,intention_analyzer,api,842,234,0.0
AutoDefense,post,116,prompt_analyzer,api,1038,91,0.0
AutoDefense,post,116,judge,api,1173,288,0.0
AutoDefense,post,117,victim,api,54,512,0.0
AutoDefense,post,117,intention_analyzer,api,993,215,0.0
AutoDefense,post,117,prompt_analyzer,api,1170,119,0.0
AutoDefense,post,117,judge,api,1333,255,0.0
AutoDefense,post,118,victim,api,55,512,0.0
AutoDefense,post,118,intention_analyzer,api,994,354,0.0
AutoDefense,post,118,prompt_analyzer,api,1310,141,0.0
AutoDefense,post,118,judge,api,1495,343,0.0
AutoDefense,post,119,victim,api,51,512,0.0
AutoDefense,post,119,intention_analyzer,api,994,228,0.0
AutoDefense,post,119,prompt_analyzer,api,1184,108,0.0
AutoDefense,post,119,judge,api,1336,212,0.0
AutoDefense,post,120,victim,api,53,445,0.0
AutoDefense,post,120,intention_analyzer,api,925,240,0.0
AutoDefense,post,120,prompt_analyzer,api,1127,130,0.0
AutoDefense,post,120,judge,api,1301,288,0.0
AutoDefense,post,121,victim,api,51,511,0.0
AutoDefense,post,121,intention_analyzer,api,991,210,0.0
AutoDefense,post,121,prompt_analyzer,api,1163,104,0.0
AutoDefense,post,121,judge,api,1311,234,0.0
AutoDefense,post,122,victim,api,57,512,0.0
AutoDefense,post,122,intention_analyzer,api,994,248,0.0
AutoDefense,post,122,prompt_analyzer,api,1204,119,0.0
AutoDefense,post,122,judge,api,1367,229,0.0
AutoDefense,post,123,victim,api,56,512,0.0
AutoDefense,post,123,intention_analyzer,api,994,251,0.0
AutoDefense,post,123,prompt_analyzer,api,1207,109,0.0
AutoDefense,post,123,judge,api,1360,235,0.0
AutoDefense,post,124,victim,api,52,512,0.0
AutoDefense,post,124,intention_analyzer,api,994,218,0.0
AutoDefense,post,124,prompt_analyzer,api,1174,104,0.0
AutoDefense,post,124,judge,api,1322,230,0.0
AutoDefense,post,125,victim,api,50,379,0.0
AutoDefense,post,125,intention_analyzer,api,859,281,0.0
AutoDefense,post,125,prompt_analyzer,api,1102,114,0.0
AutoDefense,post,125,judge,api,1260,235,0.0
AutoDefense,post,151,victim,api,52,351,0.0
AutoDefense,post,151,intention_analyzer,api,831,239,0.0
AutoDefense,post,151,prompt_analyzer,api,1032,110,0.0
AutoDefense,post,151,judge,api,1186,220,0.0
AutoDefense,post,152,victim,api,54,363,0.0
AutoDefense,post,152,intention_analyzer,api,843,214,0.0
AutoDefense,post,152,prompt_analyzer,api,1019,116,0.0
AutoDefense,post,152,judge,api,1179,247,0.0
AutoDefense,post,153,victim,api,56,335,0.0
AutoDefense,post,153,intention_analyzer,api,815,367,0.0
AutoDefense,post,153,prompt_analyzer,api,1144,169,0.0
AutoDefense,post,153,judge,api,1357,283,0.0
AutoDefense,post,154,victim,api,51,436,0.0
AutoDefense,post,154,intention_analyzer,api,916,199,0.0
AutoDefense,post,154,prompt_analyzer,api,1077,136,0.0
AutoDefense,post,154,judge,api,1257,232,0.0
AutoDefense,post,155,victim,api,55,483,0.0
AutoDefense,post,155,intention_analyzer,api,963,206,0.0
AutoDefense,post,155,prompt_analyzer,api,1131,120,0.0
AutoDefense,post,155,judge,api,1295,267,0.0
AutoDefense,post,156,victim,api,54,423,0.0
AutoDefense,post,156,intention_analyzer,api,903,231,0.0
AutoDefense,post,156,prompt_analyzer,api,1096,117,0.0
AutoDefense,post,156,judge,api,1257,240,0.0
AutoDefense,post,157,victim,api,54,223,0.0
AutoDefense,post,157,intention_analyzer,api,703,378,0.0
AutoDefense,post,157,prompt_analyzer,api,1043,150,0.0
AutoDefense,post,157,judge,api,1237,333,0.0
AutoDefense,post,158,victim,api,57,345,0.0
AutoDefense,post,158,intention_analyzer,api,825,235,0.0
AutoDefense,post,158,prompt_analyzer,api,1022,138,0.0
AutoDefense,post,158,judge,api,1204,256,0.0
AutoDefense,post,159,victim,api,56,93,0.0
AutoDefense,post,159,intention_analyzer,api,573,202,0.0
AutoDefense,post,159,prompt_analyzer,api,737,111,0.0
AutoDefense,post,159,judge,api,892,177,0.0
AutoDefense,post,160,victim,api,59,54,0.0
AutoDefense,post,160,intention_analyzer,api,534,195,0.0
AutoDefense,post,160,prompt_analyzer,api,691,108,0.0
AutoDefense,post,160,judge,api,843,169,0.0
AutoDefense,post,161,victim,api,54,512,0.0
AutoDefense,post,161,intention_analyzer,api,994,275,0.0
AutoDefense,post,161,prompt_analyzer,api,1231,100,0.0
AutoDefense,post,161,judge,api,1375,314,0.0
AutoDefense,post,162,victim,api,53,512,0.0
AutoDefense,post,162,intention_analyzer,api,994,273,0.0
AutoDefense,post,162,prompt_analyzer,api,1229,134,0.0
AutoDefense,post,162,judge,api,1407,285,0.0
AutoDefense,post,163,victim,api,53,512,0.0
AutoDefense,post,163,intention_analyzer,api,994,264,0.0
AutoDefense,post,163,prompt_analyzer,api,1220,89,0.0
AutoDefense,post,163,judge,api,1353,223,0.0
AutoDefense,post,164,victim,api,55,512,0.0
AutoDefense,post,164,intention_analyzer,api,993,241,0.0
AutoDefense,post,164,prompt_analyzer,api,1196,109,0.0
AutoDefense,post,164,judge,api,1349,283,0.0
AutoDefense,post,165,victim,api,52,512,0.0
AutoDefense,post,165,intention_analyzer,api,994,293,0.0
AutoDefense,post,165,prompt_analyzer,api,1249,110,0.0
AutoDefense,post,165,judge,api,1403,278,0.0
AutoDefense,post,166,victim,api,53,459,0.0
AutoDefense,post,166,intention_analyzer,api,939,354,0.0
AutoDefense,post,166,prompt_analyzer,api,1255,125,0.0
AutoDefense,post,166,judge,api,1424,294,0.0
AutoDefense,post,167,victim,api,56,512,0.0
AutoDefense,post,167,intention_analyzer,api,994,251,0.0
AutoDefense,post,167,prompt_analyzer,api,1207,128,0.0
AutoDefense,post,167,judge,api,1379,291,0.0
AutoDefense,post,168,victim,api,53,9,0.0
AutoDefense,post,168,intention_analyzer,api,489,124,0.0
AutoDefense,post,168,prompt_analyzer,api,575,123,0.0
AutoDefense,post,168,judge,api,742,195,0.0
AutoDefense,post,169,victim,api,60,489,0.0
AutoDefense,post,169,intention_analyzer,api,969,304,0.0
AutoDefense,post,169,prompt_analyzer,api,1235,142,0.0
AutoDefense,post,169,judge,api,1421,234,0.0
AutoDefense,post,170,victim,api,58,512,0.0
AutoDefense,post,170,intention_analyzer,api,994,274,0.0
AutoDefense,post,170,prompt_analyzer,api,1230,111,0.0
AutoDefense,post,170,judge,api,1385,275,0.0
AutoDefense,post,171,victim,api,58,315,0.0
AutoDefense,post,171,intention_analyzer,api,795,223,0.0
AutoDefense,post,171,prompt_analyzer,api,980,120,0.0
AutoDefense,post,171,judge,api,1144,235,0.0
AutoDefense,post,172,victim,api,58,348,0.0
AutoDefense,post,172,intention_analyzer,api,828,275,0.0
AutoDefense,post,172,prompt_analyzer,api,1065,124,0.0
AutoDefense,post,172,judge,api,1233,256,0.0
AutoDefense,post,173,victim,api,56,512,0.0
AutoDefense,post,173,intention_analyzer,api,994,239,0.0
AutoDefense,post,173,prompt_analyzer,api,1195,121,0.0
AutoDefense,post,173,judge,api,1360,248,0.0
AutoDefense,post,174,victim,api,57,480,0.0
AutoDefense,post,174,intention_analyzer,api,960,226,0.0
AutoDefense,post,174,prompt_analyzer,api,1148,141,0.0
AutoDefense,post,174,judge,api,1333,315,0.0
AutoDefense,post,175,victim,api,58,116,0.0
AutoDefense,post,175,intention_analyzer,api,596,192,0.0
AutoDefense,post,175,prompt_analyzer,api,750,98,0.0
AutoDefense,post,175,judge,api,892,232,0.0
AutoDefense,post,201,victim,api,49,222,0.0
AutoDefense,post,201,intention_analyzer,api,702,177,0.0
AutoDefense,post,201,prompt_analyzer,api,841,111,0.0
AutoDefense,post,201,judge,api,996,247,0.0
AutoDefense,post,202,victim,api,46,501,0.0
AutoDefense,post,202,intention_analyzer,api,981,327,0.0
AutoDefense,post,202,prompt_analyzer,api,1270,136,0.0
AutoDefense,post,202,judge,api,1450,328,0.0
AutoDefense,post,203,victim,api,47,328,0.0
AutoDefense,post,203,intention_analyzer,api,808,228,0.0
AutoDefense,post,203,prompt_analyzer,api,998,107,0.0
AutoDefense,post,203,judge,api,1149,256,0.0
AutoDefense,post,204,victim,api,47,279,0.0
AutoDefense,post,204,intention_analyzer,api,759,285,0.0
AutoDefense,post,204,prompt_analyzer,api,1006,191,0.0
AutoDefense,post,204,judge,api,1241,224,0.0
AutoDefense,post,205,victim,api,51,272,0.0
AutoDefense,post,205,intention_analyzer,api,752,233,0.0
AutoDefense,post,205,prompt_analyzer,api,947,110,0.0
AutoDefense,post,205,judge,api,1101,262,0.0
AutoDefense,post,206,victim,api,46,407,0.0
AutoDefense,post,206,intention_analyzer,api,887,303,0.0
AutoDefense,post,206,prompt_analyzer,api,1152,105,0.0
AutoDefense,post,206,judge,api,1301,375,0.0
AutoDefense,post,207,victim,api,47,354,0.0
AutoDefense,post,207,intention_analyzer,api,834,200,0.0
AutoDefense,post,207,prompt_analyzer,api,996,139,0.0
AutoDefense,post,207,judge,api,1179,252,0.0
AutoDefense,post,208,victim,api,47,353,0.0
AutoDefense,post,208,intention_analyzer,api,833,255,0.0
AutoDefense,post,208,prompt_analyzer,api,1050,136,0.0
AutoDefense,post,208,judge,api,1230,272,0.0
AutoDefense,post,209,victim,api,51,380,0.0
AutoDefense,post,209,intention_analyzer,api,860,252,0.0
AutoDefense,post,209,prompt_analyzer,api,1074,133,0.0
AutoDefense,post,209,judge,api,1251,253,0.0
AutoDefense,post,210,victim,api,46,413,0.0
AutoDefense,post,210,intention_analyzer,api,893,223,0.0
AutoDefense,post,210,prompt_analyzer,api,1078,92,0.0
AutoDefense,post,210,judge,api,1214,281,0.0
AutoDefense,post,211,victim,api,54,286,0.0
AutoDefense,post,211,intention_analyzer,api,766,249,0.0
AutoDefense,post,211,prompt_analyzer,api,977,147,0.0
AutoDefense,post,211,judge,api,1168,332,0.0
AutoDefense,post,212,victim,api,52,237,0.0
AutoDefense,post,212,intention_analyzer,api,717,277,0.0
AutoDefense,post,212,prompt_analyzer,api,956,127,0.0
AutoDefense,post,212,judge,api,1127,260,0.0
AutoDefense,post,213,victim,api,53,265,0.0
AutoDefense,post,213,intention_analyzer,api,745,278,0.0
AutoDefense,post,213,prompt_analyzer,api,985,102,0.0
AutoDefense,post,213,judge,api,1131,233,0.0
AutoDefense,post,214,victim,api,54,193,0.0
AutoDefense,post,214,intention_analyzer,api,673,199,0.0
AutoDefense,post,214,prompt_analyzer,api,834,116,0.0
AutoDefense,post,214,judge,api,994,318,0.0
AutoDefense,post,215,victim,api,52,221,0.0
AutoDefense,post,215,intention_analyzer,api,701,233,0.0
AutoDefense,post,215,prompt_analyzer,api,896,106,0.0
AutoDefense,post,215,judge,api,1046,212,0.0
AutoDefense,post,216,victim,api,46,380,0.0
AutoDefense,post,216,intention_analyzer,api,860,288,0.0
AutoDefense,post,216,prompt_analyzer,api,1110,117,0.0
AutoDefense,post,216,judge,api,1271,315,0.0
AutoDefense,post,217,victim,api,48,379,0.0
AutoDefense,post,217,intention_analyzer,api,859,234,0.0
AutoDefense,post,217,prompt_analyzer,api,1055,113,0.0
AutoDefense,post,217,judge,api,1212,287,0.0
AutoDefense,post,218,victim,api,49,217,0.0
AutoDefense,post,218,intention_analyzer,api,697,346,0.0
AutoDefense,post,218,prompt_analyzer,api,1005,136,0.0
AutoDefense,post,218,judge,api,1185,348,0.0
AutoDefense,post,219,victim,api,50,215,0.0
AutoDefense,post,219,intention_analyzer,api,695,248,0.0
AutoDefense,post,219,prompt_analyzer,api,905,121,0.0
AutoDefense,post,219,judge,api,1070,216,0.0
AutoDefense,post,220,victim,api,46,466,0.0
AutoDefense,post,220,intention_analyzer,api,946,344,0.0
AutoDefense,post,220,prompt_analyzer,api,1252,121,0.0
AutoDefense,post,220,judge,api,1417,281,0.0
AutoDefense,post,221,victim,api,46,323,0.0
AutoDefense,post,221,intention_analyzer,api,803,246,0.0
AutoDefense,post,221,prompt_analyzer,api,1011,116,0.0
AutoDefense,post,221,judge,api,1171,210,0.0
AutoDefense,post,222,victim,api,47,379,0.0
AutoDefense,post,222,intention_analyzer,api,859,292,0.0
AutoDefense,post,222,prompt_analyzer,api,1113,111,0.0
AutoDefense,post,222,judge,api,1268,225,0.0
AutoDefense,post,223,victim,api,46,339,0.0
AutoDefense,post,223,intention_analyzer,api,819,264,0.0
AutoDefense,post,223,prompt_analyzer,api,1045,114,0.0
AutoDefense,post,223,judge,api,1203,271,0.0
AutoDefense,post,224,victim,api,47,497,0.0
AutoDefense,post,224,intention_analyzer,api,977,263,0.0
AutoDefense,post,224,prompt_analyzer,api,1202,120,0.0
AutoDefense,post,224,judge,api,1366,233,0.0
AutoDefense,post,225,victim,api,46,278,0.0
AutoDefense,post,225,intention_analyzer,api,758,257,0.0
AutoDefense,post,225,prompt_analyzer,api,977,99,0.0
AutoDefense,post,225,judge,api,1120,271,0.0
AutoDefense,post,251,victim,api,50,179,0.0
AutoDefense,post,251,intention_analyzer,api,659,259,0.0
AutoDefense,post,251,prompt_analyzer,api,880,114,0.0
AutoDefense,post,251,judge,api,1038,219,0.0
AutoDefense,post,252,victim,api,52,363,0.0
AutoDefense,post,252,intention_analyzer,api,843,254,0.0
AutoDefense,post,252,prompt_analyzer,api,1059,90,0.0
AutoDefense,post,252,judge,api,1193,253,0.0
AutoDefense,post,253,victim,api,51,104,0.0
AutoDefense,post,253,intention_analyzer,api,584,199,0.0
AutoDefense,post,253,prompt_analyzer,api,745,90,0.0
AutoDefense,post,253,judge,api,879,247,0.0
