method,type,request_id,call_label,kind,api_in_tokens,api_out_tokens,local_sec
Backtranslation,post,108,backtranslate,api,610,24,0.0
Backtranslation,post,108,recheck,api,54,512,0.0
Backtranslation,post,109,target,api,49,286,0.0
Backtranslation,post,109,backtranslate,api,383,15,0.0
Backtranslation,post,109,recheck,api,45,317,0.0
Backtranslation,post,110,target,api,47,512,0.0
Backtranslation,post,110,backtranslate,api,610,17,0.0
Backtranslation,post,110,recheck,api,47,512,0.0
Backtranslation,post,111,target,api,49,420,0.0
Backtranslation,post,111,backtranslate,api,517,25,0.0
Backtranslation,post,111,recheck,api,55,512,0.0
Backtranslation,post,112,target,api,41,512,0.0
Backtranslation,post,112,backtranslate,api,610,15,0.0
Backtranslation,post,112,recheck,api,45,512,0.0
Backtranslation,post,113,target,api,45,435,0.0
Backtranslation,post,113,backtranslate,api,532,22,0.0
Backtranslation,post,113,recheck,api,52,486,0.0
Backtranslation,post,114,target,api,47,471,0.0
Backtranslation,post,114,backtranslate,api,568,19,0.0
Backtranslation,post,114,recheck,api,49,512,0.0
Backtranslation,post,115,target,api,49,512,0.0
Backtranslation,post,115,backtranslate,api,610,25,0.0
Backtranslation,post,115,recheck,api,55,512,0.0
Backtranslation,post,116,target,api,44,342,0.0
Backtranslation,post,116,backtranslate,api,439,14,0.0
Backtranslation,post,116,recheck,api,44,486,0.0
Backtranslation,post,117,target,api,47,512,0.0
Backtranslation,post,117,backtranslate,api,610,19,0.0
Backtranslation,post,117,recheck,api,49,512,0.0
Backtranslation,post,118,target,api,48,435,0.0
Backtranslation,post,118,backtranslate,api,532,19,0.0
Backtranslation,post,118,recheck,api,49,512,0.0
Backtranslation,post,119,target,api,44,512,0.0
Backtranslation,post,119,backtranslate,api,610,21,0.0
Backtranslation,post,119,recheck,api,51,512,0.0
Backtranslation,post,120,target,api,46,463,0.0
Backtranslation,post,120,backtranslate,api,560,18,0.0
Backtranslation,post,120,recheck,api,48,512,0.0
Backtranslation,post,121,target,api,44,497,0.0
Backtranslation,post,121,backtranslate,api,594,13,0.0
Backtranslation,post,121,recheck,api,43,512,0.0
Backtranslation,post,122,target,api,50,512,0.0
Backtranslation,post,122,backtranslate,api,610,19,0.0
Backtranslation,post,122,recheck,api,49,512,0.0
Backtranslation,post,123,target,api,49,497,0.0
Backtranslation,post,123,backtranslate,api,594,21,0.0
Backtranslation,post,123,recheck,api,51,512,0.0
Backtranslation,post,124,target,api,45,512,0.0
Backtranslation,post,124,backtranslate,api,610,24,0.0
Backtranslation,post,124,recheck,api,54,512,0.0
Backtranslation,post,125,target,api,43,383,0.0
Backtranslation,post,125,backtranslate,api,480,16,0.0
Backtranslation,post,125,recheck,api,46,510,0.0
Backtranslation,post,151,target,api,45,300,0.0
Backtranslation,post,151,backtranslate,api,397,15,0.0
Backtranslation,post,151,recheck,api,46,512,0.0
Backtranslation,post,152,target,api,47,317,0.0
Backtranslation,post,152,backtranslate,api,414,15,0.0
Backtranslation,post,152,recheck,api,45,512,0.0
Backtranslation,post,153,target,api,49,355,0.0
Backtranslation,post,153,backtranslate,api,452,28,0.0
Backtranslation,post,153,recheck,api,58,488,0.0
Backtranslation,post,154,target,api,44,501,0.0
Backtranslation,post,154,backtranslate,api,598,17,0.0
Backtranslation,post,154,recheck,api,47,512,0.0
Backtranslation,post,155,target,api,48,340,0.0
Backtranslation,post,155,backtranslate,api,437,19,0.0
Backtranslation,post,155,recheck,api,49,454,0.0
Backtranslation,post,156,target,api,47,452,0.0
Backtranslation,post,156,backtranslate,api,549,20,0.0
Backtranslation,post,156,recheck,api,50,512,0.0
Backtranslation,post,157,target,api,47,269,0.0
Backtranslation,post,157,backtranslate,api,366,19,0.0
Backtranslation,post,157,recheck,api,49,512,0.0
Backtranslation,post,158,target,api,50,219,0.0
Backtranslation,post,158,backtranslate,api,316,20,0.0
Backtranslation,post,158,recheck,api,50,52,0.0
Backtranslation,post,159,target,api,49,93,0.0
Backtranslation,post,159,backtranslate,api,190,13,0.0
Backtranslation,post,159,recheck,api,43,227,0.0
Backtranslation,post,160,target,api,52,52,0.0
Backtranslation,post,160,backtranslate,api,149,18,0.0
Backtranslation,post,160,recheck,api,48,512,0.0
Backtranslation,post,161,target,api,47,512,0.0
Backtranslation,post,161,backtranslate,api,610,21,0.0
Backtranslation,post,161,recheck,api,51,512,0.0
Backtranslation,post,162,target,api,46,18,0.0
Backtranslation,post,162,backtranslate,api,115,18,0.0
Backtranslation,post,162,recheck,api,48,420,0.0
Backtranslation,post,163,target,api,46,490,0.0
Backtranslation,post,163,backtranslate,api,587,18,0.0
Backtranslation,post,163,recheck,api,48,512,0.0
Backtranslation,post,164,target,api,48,512,0.0
Backtranslation,post,164,backtranslate,api,610,17,0.0
Backtranslation,post,164,recheck,api,47,512,0.0
Backtranslation,post,165,target,api,45,475,0.0
Backtranslation,post,165,backtranslate,api,572,22,0.0
Backtranslation,post,165,recheck,api,52,512,0.0
Backtranslation,post,166,target,api,46,478,0.0
Backtranslation,post,166,backtranslate,api,575,15,0.0
Backtranslation,post,166,recheck,api,45,512,0.0
Backtranslation,post,167,target,api,49,447,0.0
Backtranslation,post,167,backtranslate,api,544,17,0.0
Backtranslation,post,167,recheck,api,47,512,0.0
Backtranslation,post,168,target,api,46,8,0.0
Backtranslation,post,168,backtranslate,api,105,10,0.0
Backtranslation,post,168,recheck,api,40,472,0.0
Backtranslation,post,169,target,api,53,487,0.0
Backtranslation,post,169,backtranslate,api,584,15,0.0
Backtranslation,post,169,recheck,api,46,512,0.0
Backtranslation,post,170,target,api,51,512,0.0
Backtranslation,post,170,backtranslate,api,610,18,0.0
Backtranslation,post,170,recheck,api,48,512,0.0
Backtranslation,post,171,target,api,51,352,0.0
Backtranslation,post,171,backtranslate,api,449,20,0.0
Backtranslation,post,171,recheck,api,38,468,0.0
Backtranslation,post,172,target,api,51,344,0.0
Backtranslation,post,172,backtranslate,api,441,25,0.0
Backtranslation,post,172,recheck,api,55,471,0.0
Backtranslation,post,173,target,api,49,512,0.0
Backtranslation,post,173,backtranslate,api,610,15,0.0
Backtranslation,post,173,recheck,api,45,512,0.0
Backtranslation,post,174,target,api,50,490,0.0
Backtranslation,post,174,backtranslate,api,587,22,0.0
Backtranslation,post,174,recheck,api,52,512,0.0
Backtranslation,post,175,target,api,51,31,0.0
Backtranslation,post,175,backtranslate,api,128,13,0.0
Backtranslation,post,175,recheck,api,43,512,0.0
Backtranslation,post,201,target,api,42,304,0.0
Backtranslation,post,201,backtranslate,api,401,14,0.0
Backtranslation,post,201,recheck,api,44,512,0.0
Backtranslation,post,202,target,api,39,512,0.0
Backtranslation,post,202,backtranslate,api,610,34,0.0
Backtranslation,post,202,recheck,api,64,512,0.0
Backtranslation,post,203,target,api,40,296,0.0
Backtranslation,post,203,backtranslate,api,393,15,0.0
Backtranslation,post,203,recheck,api,45,434,0.0
Backtranslation,post,204,target,api,40,296,0.0
Backtranslation,post,204,backtranslate,api,393,11,0.0
Backtranslation,post,204,recheck,api,41,512,0.0
Backtranslation,post,205,target,api,44,211,0.0
Backtranslation,post,205,backtranslate,api,308,15,0.0
Backtranslation,post,205,recheck,api,45,512,0.0
Backtranslation,post,206,target,api,39,482,0.0
Backtranslation,post,206,backtranslate,api,579,13,0.0
Backtranslation,post,206,recheck,api,43,512,0.0
Backtranslation,post,207,target,api,40,469,0.0
Backtranslation,post,207,backtranslate,api,566,15,0.0
Backtranslation,post,207,recheck,api,45,512,0.0
Backtranslation,post,208,target,api,40,442,0.0
Backtranslation,post,208,backtranslate,api,539,14,0.0
Backtranslation,post,208,recheck,api,44,512,0.0
Backtranslation,post,209,target,api,44,512,0.0
Backtranslation,post,209,backtranslate,api,610,15,0.0
Backtranslation,post,209,recheck,api,45,512,0.0
Backtranslation,post,210,target,api,39,372,0.0
Backtranslation,post,210,backtranslate,api,469,10,0.0
Backtranslation,post,210,recheck,api,40,512,0.0
Backtranslation,post,211,target,api,47,328,0.0
Backtranslation,post,211,backtranslate,api,425,24,0.0
Backtranslation,post,211,recheck,api,54,512,0.0
Backtranslation,post,212,target,api,45,240,0.0
Backtranslation,post,212,backtranslate,api,336,22,0.0
Backtranslation,post,212,recheck,api,52,463,0.0
Backtranslation,post,213,target,api,46,196,0.0
Backtranslation,post,213,backtranslate,api,293,24,0.0
Backtranslation,post,213,recheck,api,54,432,0.0
Backtranslation,post,214,target,api,47,213,0.0
Backtranslation,post,214,backtranslate,api,310,17,0.0
Backtranslation,post,214,recheck,api,47,178,0.0
Backtranslation,post,215,target,api,45,230,0.0
Backtranslation,post,215,backtranslate,api,327,17,0.0
Backtranslation,post,215,recheck,api,47,332,0.0
Backtranslation,post,216,target,api,39,396,0.0
Backtranslation,post,216,backtranslate,api,493,16,0.0
Backtranslation,post,216,recheck,api,46,512,0.0
Backtranslation,post,217,target,api,41,407,0.0
Backtranslation,post,217,backtranslate,api,504,10,0.0
Backtranslation,post,217,recheck,api,40,512,0.0
Backtranslation,post,218,target,api,42,331,0.0
Backtranslation,post,218,backtranslate,api,428,11,0.0
Backtranslation,post,218,recheck,api,41,512,0.0
Backtranslation,post,219,target,api,43,220,0.0
Backtranslation,post,219,backtranslate,api,317,11,0.0
Backtranslation,post,219,recheck,api,41,512,0.0
Backtranslation,post,220,target,api,39,512,0.0
Backtranslation,post,220,backtranslate,api,610,15,0.0
Backtranslation,post,220,recheck,api,45,512,0.0
Backtranslation,post,221,target,api,39,366,0.0
Backtranslation,post,221,backtranslate,api,463,10,0.0
Backtranslation,post,221,recheck,api,40,512,0.0
Backtranslation,post,222,target,api,40,409,0.0
Backtranslation,post,222,backtranslate,api,506,16,0.0
Backtranslation,post,222,recheck,api,46,512,0.0
Backtranslation,post,223,target,api,39,367,0.0
Backtranslation,post,223,backtranslate,api,464,13,0.0
Backtranslation,post,223,recheck,api,43,512,0.0
Backtranslation,post,224,target,api,40,472,0.0
Backtranslation,post,224,backtranslate,api,569,15,0.0
Backtranslation,post,224,recheck,api,45,512,0.0
Backtranslation,post,225,target,api,39,345,0.0
Backtranslation,post,225,backtranslate,api,442,14,0.0
Backtranslation,post,225,recheck,api,44,512,0.0
Backtranslation,post,251,target,api,43,242,0.0
Backtranslation,post,251,backtranslate,api,339,20,0.0
Backtranslation,post,251,recheck,api,50,415,0.0
Backtranslation,post,252,target,api,45,382,0.0
Backtranslation,post,252,backtranslate,api,479,16,0.0
Backtranslation,post,252,recheck,api,46,512,0.0
Backtranslation,post,253,target,api,44,125,0.0
Backtranslation,post,253,backtranslate,api,222,17,0.0
Backtranslation,post,253,recheck,api,47,325,0.0
Backtranslation,post,254,target,api,46,132,0.0
Backtranslation,post,254,backtranslate,api,229,18,0.0
Backtranslation,post,254,recheck,api,49,230,0.0
Backtranslation,post,255,target,api,48,95,0.0
Backtranslation,post,255,backtranslate,api,192,16,0.0
Backtranslation,post,255,recheck,api,46,505,0.0
Backtranslation,post,256,target,api,45,288,0.0
Backtranslation,post,256,backtranslate,api,385,16,0.0
Backtranslation,post,256,recheck,api,46,388,0.0
Backtranslation,post,257,target,api,43,156,0.0
Backtranslation,post,257,backtranslate,api,253,16,0.0
Backtranslation,post,257,recheck,api,46,173,0.0
Backtranslation,post,258,target,api,42,138,0.0
Backtranslation,post,258,backtranslate,api,235,14,0.0
Backtranslation,post,258,recheck,api,44,307,0.0
Backtranslation,post,259,target,api,43,136,0.0
Backtranslation,post,259,backtranslate,api,233,14,0.0
Backtranslation,post,259,recheck,api,44,9,0.0
Backtranslation,post,260,target,api,45,243,0.0
Backtranslation,post,260,backtranslate,api,340,16,0.0
Backtranslation,post,260,recheck,api,46,263,0.0
Backtranslation,post,261,target,api,47,461,0.0
Backtranslation,post,261,backtranslate,api,558,25,0.0
Backtranslation,post,261,recheck,api,55,512,0.0
Backtranslation,post,262,target,api,45,125,0.0
Backtranslation,post,262,backtranslate,api,222,20,0.0
Backtranslation,post,262,recheck,api,50,512,0.0
Backtranslation,post,263,target,api,44,203,0.0
Backtranslation,post,263,backtranslate,api,300,25,0.0
Backtranslation,post,263,recheck,api,55,512,0.0
Backtranslation,post,264,target,api,47,193,0.0
Backtranslation,post,264,backtranslate,api,290,15,0.0
Backtranslation,post,264,recheck,api,45,512,0.0
Backtranslation,post,265,target,api,52,26,0.0
Backtranslation,post,266,target,api,49,204,0.0
Backtranslation,post,266,backtranslate,api,301,18,0.0
Backtranslation,post,266,recheck,api,48,312,0.0
Backtranslation,post,267,target,api,47,190,0.0
Backtranslation,post,267,backtranslate,api,287,18,0.0
Backtranslation,post,267,recheck,api,48,285,0.0
Backtranslation,post,268,target,api,44,271,0.0
Backtranslation,post,268,backtranslate,api,368,17,0.0
Backtranslation,post,268,recheck,api,47,508,0.0
Backtranslation,post,269,target,api,46,143,0.0
Backtranslation,post,269,backtranslate,api,240,15,0.0
Backtranslation,post,269,recheck,api,45,192,0.0
Backtranslation,post,270,target,api,47,178,0.0
Backtranslation,post,270,backtranslate,api,275,19,0.0
Backtranslation,post,270,recheck,api,49,223,0.0
Backtranslation,post,271,target,api,49,129,0.0
Backtranslation,post,271,backtranslate,api,226,22,0.0
Backtranslation,post,271,recheck,api,52,512,0.0
Backtranslation,post,272,target,api,46,210,0.0
Backtranslation,post,272,backtranslate,api,307,14,0.0
Backtranslation,post,272,recheck,api,44,128,0.0
Backtranslation,post,273,target,api,48,109,0.0
Backtranslation,post,273,backtranslate,api,206,15,0.0
Backtranslation,post,273,recheck,api,45,457,0.0
Backtranslation,post,274,target,api,50,254,0.0
Backtranslation,post,274,backtranslate,api,351,23,0.0
Backtranslation,post,274,recheck,api,53,372,0.0
Backtranslation,post,275,target,api,47,317,0.0
Backtranslation,post,275,backtranslate,api,414,21,0.0
Backtranslation,post,275,recheck,api,51,428,0.0
Backtranslation,post,276,target,api,43,122,0.0
Backtranslation,post,276,backtranslate,api,219,19,0.0
Backtranslation,post,276,recheck,api,49,150,0.0
Backtranslation,post,277,target,api,48,176,0.0
Backtranslation,post,277,backtranslate,api,273,27,0.0
Backtranslation,post,277,recheck,api,57,512,0.0
Backtranslation,post,278,target,api,44,203,0.0
Backtranslation,post,278,backtranslate,api,300,22,0.0
Backtranslation,post,278,recheck,api,52,512,0.0
Backtranslation,post,279,target,api,44,140,0.0
Backtranslation,post,279,backtranslate,api,237,16,0.0
Backtranslation,post,279,recheck,api,46,308,0.0
Backtranslation,post,280,target,api,47,240,0.0
Backtranslation,post,280,backtranslate,api,337,18,0.0
Backtranslation,post,280,recheck,api,48,241,0.0
Backtranslation,post,281,target,api,43,427,0.0
Backtranslation,post,281,backtranslate,api,524,14,0.0
Backtranslation,post,281,recheck,api,44,416,0.0
Backtranslation,post,282,target,api,43,211,0.0
Backtranslation,post,282,backtranslate,api,308,25,0.0
Backtranslation,post,282,recheck,api,55,430,0.0
Backtranslation,post,283,target,api,42,250,0.0
Backtranslation,post,283,backtranslate,api,347,23,0.0
Backtranslation,post,283,recheck,api,53,443,0.0
Backtranslation,post,284,target,api,48,289,0.0
Backtranslation,post,284,backtranslate,api,386,31,0.0
Backtranslation,post,284,recheck,api,61,379,0.0
Backtranslation,post,285,target,api,49,223,0.0
Backtranslation,post,285,backtranslate,api,320,20,0.0
Backtranslation,post,285,recheck,api,50,418,0.0
Backtranslation,post,286,target,api,46,399,0.0
Backtranslation,post,286,backtranslate,api,496,16,0.0
Backtranslation,post,286,recheck,api,46,512,0.0
Backtranslation,post,287,target,api,43,276,0.0
Backtranslation,post,287,backtranslate,api,373,16,0.0
Backtranslation,post,287,recheck,api,46,512,0.0
Backtranslation,post,288,target,api,43,223,0.0
Backtranslation,post,288,backtranslate,api,320,28,0.0
Backtranslation,post,288,recheck,api,58,157,0.0
Backtranslation,post,289,target,api,48,407,0.0
Backtranslation,post,289,backtranslate,api,504,21,0.0
Backtranslation,post,289,recheck,api,51,232,0.0
Backtranslation,post,290,target,api,45,142,0.0
Backtranslation,post,290,backtranslate,api,239,14,0.0
Backtranslation,post,290,recheck,api,44,420,0.0
Backtranslation,post,291,target,api,49,512,0.0
Backtranslation,post,291,backtranslate,api,610,20,0.0
Backtranslation,post,291,recheck,api,50,512,0.0
Backtranslation,post,292,target,api,43,206,0.0
Backtranslation,post,292,backtranslate,api,303,21,0.0
Backtranslation,post,292,recheck,api,51,512,0.0
Backtranslation,post,293,target,api,45,191,0.0
Backtranslation,post,293,backtranslate,api,288,19,0.0
Backtranslation,post,293,recheck,api,49,512,0.0
Backtranslation,post,294,target,api,45,154,0.0
Backtranslation,post,294,backtranslate,api,251,17,0.0
Backtranslation,post,294,recheck,api,47,258,0.0
Backtranslation,post,295,target,api,46,190,0.0
Backtranslation,post,295,backtranslate,api,287,15,0.0
Backtranslation,post,295,recheck,api,45,512,0.0
Backtranslation,post,296,target,api,43,297,0.0
Backtranslation,post,296,backtranslate,api,394,17,0.0
Backtranslation,post,296,recheck,api,47,377,0.0
Backtranslation,post,297,target,api,45,280,0.0
Backtranslation,post,297,backtranslate,api,377,26,0.0
Backtranslation,post,297,recheck,api,56,512,0.0
Backtranslation,post,298,target,api,46,156,0.0
Backtranslation,post,298,backtranslate,api,253,19,0.0
Backtranslation,post,298,recheck,api,49,280,0.0
Backtranslation,post,299,target,api,48,363,0.0
Backtranslation,post,299,backtranslate,api,460,15,0.0
Backtranslation,post,299,recheck,api,45,463,0.0
Backtranslation,post,300,target,api,45,399,0.0
Backtranslation,post,300,backtranslate,api,496,21,0.0
Backtranslation,post,300,recheck,api,51,512,0.0
Backtranslation,post,326,target,api,46,512,0.0
Backtranslation,post,326,backtranslate,api,610,11,0.0
Backtranslation,post,326,recheck,api,41,512,0.0
Backtranslation,post,327,target,api,46,512,0.0
Backtranslation,post,327,backtranslate,api,610,23,0.0
Backtranslation,post,327,recheck,api,53,512,0.0
Backtranslation,post,328,target,api,46,451,0.0
Backtranslation,post,328,backtranslate,api,548,19,0.0
Backtranslation,post,328,recheck,api,49,512,0.0
Backtranslation,post,329,target,api,43,512,0.0
Backtranslation,post,329,backtranslate,api,610,14,0.0
Backtranslation,post,329,recheck,api,44,512,0.0
Backtranslation,post,330,target,api,50,512,0.0
Backtranslation,post,330,backtranslate,api,610,17,0.0
Backtranslation,post,330,recheck,api,47,512,0.0
Backtranslation,post,331,target,api,43,512,0.0
Backtranslation,post,331,backtranslate,api,610,13,0.0
Backtranslation,post,331,recheck,api,43,512,0.0
Backtranslation,post,332,target,api,45,466,0.0
Backtranslation,post,332,backtranslate,api,563,16,0.0
Backtranslation,post,332,recheck,api,46,512,0.0
Backtranslation,post,333,target,api,43,512,0.0
Backtranslation,post,333,backtranslate,api,610,17,0.0
Backtranslation,post,333,recheck,api,47,512,0.0
Backtranslation,post,334,target,api,47,435,0.0
Backtranslation,post,334,backtranslate,api,532,17,0.0
Backtranslation,post,334,recheck,api,47,512,0.0
Backtranslation,post,335,target,api,49,278,0.0
Backtranslation,post,335,backtranslate,api,375,28,0.0
Backtranslation,post,335,recheck,api,58,512,0.0
Backtranslation,post,336,target,api,49,428,0.0
Backtranslation,post,336,backtranslate,api,525,25,0.0
Backtranslation,post,336,recheck,api,55,512,0.0
Backtranslation,post,337,target,api,48,328,0.0
Backtranslation,post,337,backtranslate,api,425,17,0.0
Backtranslation,post,337,recheck,api,47,429,0.0
